fid,cameras$St,cameraNum,_count,_sum,_mean
87,SGE2,87,3097527,54540,0.017607594703775
88,SGE20,88,3097113,27787,0.00897190383431279
89,SGE21,89,3097069,23986,0.00774474188337425
90,SGE22,90,3097194,26997,0.00871659960596592
91,SGE23,91,3097149,25455,0.00821884901243046
92,SGE24,92,3097160,24759,0.00799409781864676
93,SGE25,93,3097019,24106,0.00778361385577551
94,SGE26,94,3096953,18210,0.00587997299280938
95,SGE27,95,3097116,24914,0.00804425794836228
96,SGE28,96,3097044,23270,0.00751361620952108
97,SGE29,97,3097109,22479,0.00725805904797022
98,SGE3,98,3097402,34992,0.0112972097260866
99,SGE30,99,3097016,16493,0.00532544875454308
100,SGE4,100,3097455,49480,0.0159744047936128
101,SGE5,101,3097527,36297,0.0117180576634199
102,SGE6,102,3097463,35655,0.0115110333844182
103,SGE7,103,3097418,68522,0.0221222967000256
104,SGE8,104,3097462,28212,0.0091081020525837
105,SGE9,105,3097383,27179,0.00877482700718639
106,SKP1,106,3101634,23419,0.00755053626572316
107,SKP10,107,3101575,7433,0.00239652434650137
108,SKP11,108,3101523,77936,0.0251282998707409
109,SKP12,109,3101495,64491,0.0207935205441247
110,SKP13,110,3101497,42673,0.0137588396829015
111,SKP14,111,3101460,82582,0.0266268144680247
112,SKP15,112,3101578,6190,0.00199575828820039
113,SKP16,113,3101404,89420,0.0288321031378047
114,SKP17,114,3101443,80560,0.0259750058279324
115,SKP18,115,3101473,55659,0.0179459888897953
116,SKP19,116,3101375,113573,0.0366202087783644
117,SKP2,117,3101570,49086,0.0158261783548332
118,SKP20,118,3101269,219279,0.0707062173581202
119,SKP21,119,3101256,233935,0.0754323409612106
120,SKP22,120,3101293,201276,0.0649006720745186
121,SKP23,121,3101213,222540,0.0717590181648278
122,SKP24,122,3101313,166895,0.053814303812611
123,SKP25,123,3101261,180023,0.0580483229241267
124,SKP26,124,3101388,140593,0.0453322834808157
125,SKP27,125,3101414,58722,0.0189339443234602
126,SKP28,126,3101578,2489,0.000802494730101903
127,SKP29,127,3101591,3965,0.00127837616242761
128,SKP3,128,3101636,30608,0.00986834045000767
129,SKP30,129,3101678,9157,0.00295227293097478
130,SKP31,130,3101221,314952,0.101557418836
131,SKP32,131,3101099,431755,0.139226448430057
132,SKP33,132,3101085,508413,0.16394681216413
133,SKP34,133,3101174,357690,0.115340190521396
134,SKP35,134,3101271,180864,0.0583193148873478
135,SKP36,135,3101188,169674,0.0547125811140763
136,SKP37,136,3101175,274639,0.0885596588389884
137,SKP4,137,3101662,14240,0.00459108697208142
138,SKP5,138,3101631,9023,0.00290911459164549
139,SKP6,139,3101530,62336,0.0200984675305414
140,SKP7,140,3101580,52013,0.0167698398880571
141,SKP8,141,3101593,32767,0.0105645711735873
142,SKP9,142,3101585,19151,0.00617458492996323
