Station,CameraName,Species,DateTimeOriginal,Date,Time
22,22A,Dasyprocta-fuliginosa,8/4/18 14:44,8/4/18,14:44:57
22,22A,Dasyprocta-fuliginosa,8/4/18 14:45,8/4/18,14:45:01
22,22A,Dasyprocta-fuliginosa,8/4/18 14:45,8/4/18,14:45:03
29,29A,Mitu-salvini,8/4/18 8:58,8/4/18,8:58:11
29,29A,Mitu-salvini,8/4/18 8:58,8/4/18,8:58:14
29,29A,Mitu-salvini,8/4/18 8:58,8/4/18,8:58:18
29,29A,Mitu-salvini,8/4/18 9:03,8/4/18,9:03:32
29,29A,Mitu-salvini,8/4/18 9:03,8/4/18,9:03:35
29,29A,Mitu-salvini,8/4/18 9:03,8/4/18,9:03:39
29,29A,Mitu-salvini,8/4/18 9:21,8/4/18,9:21:31
29,29A,Mitu-salvini,8/4/18 9:21,8/4/18,9:21:35
29,29A,Mitu-salvini,8/4/18 9:21,8/4/18,9:21:37
29,29A,Mitu-salvini,8/4/18 10:21,8/4/18,10:21:48
29,29A,Mitu-salvini,8/4/18 10:21,8/4/18,10:21:52
29,29A,Mitu-salvini,8/4/18 10:21,8/4/18,10:21:54
30,30B,Atelocynus-microtis,8/4/18 5:30,8/4/18,5:30:47
30,30B,Atelocynus-microtis,8/4/18 5:30,8/4/18,5:30:50
30,30B,Atelocynus-microtis,8/4/18 5:30,8/4/18,5:30:53
1,1B,Psophia-crepitans,8/5/18 6:28,8/5/18,6:28:33
1,1B,Psophia-crepitans,8/5/18 6:28,8/5/18,6:28:34
1,1B,Psophia-crepitans,8/5/18 6:28,8/5/18,6:28:35
1,1A,Psophia-crepitans,8/5/18 6:38,8/5/18,6:38:09
1,1A,Psophia-crepitans,8/5/18 6:38,8/5/18,6:38:11
1,1A,Psophia-crepitans,8/5/18 6:38,8/5/18,6:38:12
8,8B,Mazama-gouazoubira,8/5/18 7:44,8/5/18,7:44:58
8,8B,Mazama-gouazoubira,8/5/18 7:44,8/5/18,7:44:59
8,8B,Mazama-gouazoubira,8/5/18 7:45,8/5/18,7:45:00
14,14A,Cuniculus-paca,8/5/18 23:41,8/5/18,23:41:56
14,14A,Cuniculus-paca,8/5/18 23:41,8/5/18,23:41:59
14,14A,Cuniculus-paca,8/5/18 23:42,8/5/18,23:42:02
16,16A,Mazama-gouazoubira,8/5/18 7:32,8/5/18,7:32:41
16,16A,Mazama-gouazoubira,8/5/18 7:32,8/5/18,7:32:42
16,16A,Mazama-gouazoubira,8/5/18 7:32,8/5/18,7:32:43
16,16B,Mazama-gouazoubira,8/5/18 7:34,8/5/18,7:34:23
16,16B,Mazama-gouazoubira,8/5/18 7:34,8/5/18,7:34:24
16,16B,Mazama-gouazoubira,8/5/18 7:34,8/5/18,7:34:25
25,25A,Leopardus-pardalis,8/5/18 2:16,8/5/18,2:16:16
25,25A,Leopardus-pardalis,8/5/18 2:16,8/5/18,2:16:17
25,25A,Leopardus-pardalis,8/5/18 2:16,8/5/18,2:16:18
28,28A,Myrmecophaga-tridactyla,8/5/18 15:40,8/5/18,15:40:23
28,28A,Myrmecophaga-tridactyla,8/5/18 15:40,8/5/18,15:40:26
28,28A,Myrmecophaga-tridactyla,8/5/18 15:40,8/5/18,15:40:28
29,29A,Mitu-salvini,8/5/18 10:55,8/5/18,10:55:47
29,29A,Mitu-salvini,8/5/18 10:55,8/5/18,10:55:51
29,29A,Mitu-salvini,8/5/18 10:55,8/5/18,10:55:54
29,29A,Nothocrax-urumutum,8/5/18 17:14,8/5/18,17:14:03
29,29A,Nothocrax-urumutum,8/5/18 17:14,8/5/18,17:14:06
29,29A,Nothocrax-urumutum,8/5/18 17:14,8/5/18,17:14:09
4,4A,NA-NA,8/6/18 16:57,8/6/18,16:57:10
4,4A,NA-NA,8/6/18 16:57,8/6/18,16:57:11
4,4A,NA-NA,8/6/18 16:57,8/6/18,16:57:12
4,4A,Psophia-crepitans,8/6/18 17:15,8/6/18,17:15:32
4,4A,Psophia-crepitans,8/6/18 17:15,8/6/18,17:15:33
4,4A,Psophia-crepitans,8/6/18 17:15,8/6/18,17:15:34
4,4B,Psophia-crepitans,8/6/18 17:16,8/6/18,17:16:04
4,4B,Psophia-crepitans,8/6/18 17:16,8/6/18,17:16:28
10,10B,Pecari-tajacu,8/6/18 9:36,8/6/18,9:36:29
10,10B,Pecari-tajacu,8/6/18 9:36,8/6/18,9:36:33
10,10B,Pecari-tajacu,8/6/18 9:36,8/6/18,9:36:36
21,21B,Dasypus-novemcinctus,8/6/18 19:08,8/6/18,19:08:04
21,21B,Dasypus-novemcinctus,8/6/18 19:08,8/6/18,19:08:05
21,21B,Dasypus-novemcinctus,8/6/18 19:08,8/6/18,19:08:06
23,23B,NA-NA,8/6/18 6:21,8/6/18,6:21:49
23,23B,NA-NA,8/6/18 6:21,8/6/18,6:21:50
24,24A,Cuniculus-paca,8/6/18 20:04,8/6/18,20:04:05
24,24A,Cuniculus-paca,8/6/18 20:04,8/6/18,20:04:06
24,24A,Cuniculus-paca,8/6/18 20:04,8/6/18,20:04:07
25,25A,Pecari-tajacu,8/6/18 6:01,8/6/18,6:01:30
25,25A,Pecari-tajacu,8/6/18 6:01,8/6/18,6:01:31
25,25A,Pecari-tajacu,8/6/18 6:01,8/6/18,6:01:32
25,25A,Tayassu-pecari,8/6/18 6:04,8/6/18,6:04:12
25,25A,Tayassu-pecari,8/6/18 6:04,8/6/18,6:04:13
25,25A,Tayassu-pecari,8/6/18 6:04,8/6/18,6:04:14
25,25A,Tayassu-pecari,8/6/18 6:06,8/6/18,6:06:53
25,25A,Tayassu-pecari,8/6/18 6:06,8/6/18,6:06:54
25,25A,Tayassu-pecari,8/6/18 6:06,8/6/18,6:06:55
25,25A,Tayassu-pecari,8/6/18 6:09,8/6/18,6:09:34
25,25A,Tayassu-pecari,8/6/18 6:09,8/6/18,6:09:35
25,25A,Tayassu-pecari,8/6/18 6:09,8/6/18,6:09:36
25,25A,Tayassu-pecari,8/6/18 6:12,8/6/18,6:12:38
25,25A,Tayassu-pecari,8/6/18 6:12,8/6/18,6:12:39
25,25A,Tayassu-pecari,8/6/18 6:12,8/6/18,6:12:40
25,25A,Tayassu-pecari,8/6/18 6:15,8/6/18,6:15:45
25,25A,Tayassu-pecari,8/6/18 6:15,8/6/18,6:15:46
25,25A,Tayassu-pecari,8/6/18 6:18,8/6/18,6:18:27
25,25A,Tayassu-pecari,8/6/18 6:18,8/6/18,6:18:28
25,25A,Tayassu-pecari,8/6/18 6:18,8/6/18,6:18:29
25,25A,Tayassu-pecari,8/6/18 6:21,8/6/18,6:21:10
25,25A,Tayassu-pecari,8/6/18 6:21,8/6/18,6:21:11
25,25A,Tayassu-pecari,8/6/18 6:23,8/6/18,6:23:58
25,25A,Tayassu-pecari,8/6/18 6:23,8/6/18,6:23:59
25,25A,Tayassu-pecari,8/6/18 6:36,8/6/18,6:36:27
25,25A,Tayassu-pecari,8/6/18 6:36,8/6/18,6:36:28
25,25A,Tayassu-pecari,8/6/18 6:39,8/6/18,6:39:07
25,25A,Tayassu-pecari,8/6/18 6:39,8/6/18,6:39:08
25,25A,Tayassu-pecari,8/6/18 6:39,8/6/18,6:39:09
25,25A,Tayassu-pecari,8/6/18 6:41,8/6/18,6:41:48
25,25A,Tayassu-pecari,8/6/18 6:41,8/6/18,6:41:49
25,25A,Tayassu-pecari,8/6/18 6:41,8/6/18,6:41:50
25,25A,Dasyprocta-fuliginosa,8/6/18 6:52,8/6/18,6:52:50
25,25A,Dasyprocta-fuliginosa,8/6/18 6:52,8/6/18,6:52:51
25,25A,Dasyprocta-fuliginosa,8/6/18 6:52,8/6/18,6:52:52
4,4A,Psophia-crepitans,8/7/18 11:13,8/7/18,11:13:36
4,4A,Psophia-crepitans,8/7/18 11:13,8/7/18,11:13:37
4,4A,Psophia-crepitans,8/7/18 11:13,8/7/18,11:13:38
4,4B,Psophia-crepitans,8/7/18 11:14,8/7/18,11:14:34
4,4B,Psophia-crepitans,8/7/18 11:14,8/7/18,11:14:59
4,4A,Mazama-americana,8/7/18 15:58,8/7/18,15:58:03
4,4A,Mazama-americana,8/7/18 15:58,8/7/18,15:58:04
4,4A,Mazama-americana,8/7/18 15:58,8/7/18,15:58:05
4,4B,Mazama-americana,8/7/18 15:59,8/7/18,15:59:01
4,4B,Mazama-americana,8/7/18 15:59,8/7/18,15:59:25
4,4B,Mazama-americana,8/7/18 17:29,8/7/18,17:29:38
8,8B,Mazama-gouazoubira,8/7/18 14:17,8/7/18,14:17:08
8,8B,Mazama-gouazoubira,8/7/18 14:17,8/7/18,14:17:09
8,8B,Mazama-gouazoubira,8/7/18 14:17,8/7/18,14:17:10
9,9A,Cuniculus-paca,8/7/18 20:51,8/7/18,20:51:15
9,9A,Cuniculus-paca,8/7/18 20:51,8/7/18,20:51:16
9,9A,Cuniculus-paca,8/7/18 20:51,8/7/18,20:51:17
9,9B,Cuniculus-paca,8/7/18 20:51,8/7/18,20:51:59
9,9B,Cuniculus-paca,8/7/18 20:52,8/7/18,20:52:00
9,9B,Cuniculus-paca,8/7/18 20:52,8/7/18,20:52:01
24,24A,Cuniculus-paca,8/7/18 0:33,8/7/18,0:33:24
24,24A,Cuniculus-paca,8/7/18 0:33,8/7/18,0:33:25
24,24A,Cuniculus-paca,8/7/18 0:33,8/7/18,0:33:26
25,25A,Dasyprocta-fuliginosa,8/7/18 18:06,8/7/18,18:06:27
25,25A,Dasyprocta-fuliginosa,8/7/18 18:06,8/7/18,18:06:28
25,25A,Dasyprocta-fuliginosa,8/7/18 18:06,8/7/18,18:06:29
4,4A,Tayassu-pecari,8/8/18 11:02,8/8/18,11:02:30
4,4A,Tayassu-pecari,8/8/18 11:02,8/8/18,11:02:31
4,4A,Tayassu-pecari,8/8/18 11:02,8/8/18,11:02:32
4,4B,Tayassu-pecari,8/8/18 11:04,8/8/18,11:04:26
4,4B,Tayassu-pecari,8/8/18 11:04,8/8/18,11:04:51
4,4A,Nasua-nasua,8/8/18 18:15,8/8/18,18:15:54
4,4A,Nasua-nasua,8/8/18 18:15,8/8/18,18:15:55
4,4A,Nasua-nasua,8/8/18 18:15,8/8/18,18:15:56
4,4B,Cebus-albifrons,8/8/18 18:16,8/8/18,18:16:30
4,4B,Cebus-albifrons,8/8/18 18:16,8/8/18,18:16:31
21,21B,Nasua-nasua,8/8/18 14:20,8/8/18,14:20:23
21,21B,Nasua-nasua,8/8/18 14:20,8/8/18,14:20:24
21,21B,Nasua-nasua,8/8/18 14:20,8/8/18,14:20:25
24,24A,Dasyprocta-fuliginosa,8/8/18 12:20,8/8/18,12:20:35
24,24A,Dasyprocta-fuliginosa,8/8/18 12:20,8/8/18,12:20:36
24,24A,Dasyprocta-fuliginosa,8/8/18 12:20,8/8/18,12:20:37
24,24A,Cuniculus-paca,8/8/18 22:34,8/8/18,22:34:01
24,24A,Cuniculus-paca,8/8/18 22:34,8/8/18,22:34:02
24,24A,Cuniculus-paca,8/8/18 22:34,8/8/18,22:34:03
2,2B,Dasyprocta-fuliginosa,8/9/18 11:29,8/9/18,11:29:07
2,2B,Dasyprocta-fuliginosa,8/9/18 11:29,8/9/18,11:29:08
2,2B,Dasyprocta-fuliginosa,8/9/18 11:29,8/9/18,11:29:09
4,4A,Tayassu-pecari,8/9/18 12:40,8/9/18,12:40:47
4,4A,Tayassu-pecari,8/9/18 12:40,8/9/18,12:40:48
4,4A,Tayassu-pecari,8/9/18 12:40,8/9/18,12:40:49
8,8B,Tapirus-terrestris,8/9/18 7:28,8/9/18,7:28:13
8,8B,Tapirus-terrestris,8/9/18 7:28,8/9/18,7:28:14
8,8B,Tapirus-terrestris,8/9/18 7:28,8/9/18,7:28:15
9,9A,Pecari-tajacu,8/9/18 14:55,8/9/18,14:55:33
9,9A,Pecari-tajacu,8/9/18 14:55,8/9/18,14:55:34
9,9A,Pecari-tajacu,8/9/18 14:55,8/9/18,14:55:35
9,9A,Pecari-tajacu,8/9/18 14:55,8/9/18,14:55:51
9,9A,Pecari-tajacu,8/9/18 14:55,8/9/18,14:55:52
9,9A,Pecari-tajacu,8/9/18 14:55,8/9/18,14:55:53
9,9B,Pecari-tajacu,8/9/18 14:56,8/9/18,14:56:18
9,9B,Pecari-tajacu,8/9/18 14:56,8/9/18,14:56:19
9,9B,Pecari-tajacu,8/9/18 14:56,8/9/18,14:56:20
9,9B,Pecari-tajacu,8/9/18 14:56,8/9/18,14:56:38
9,9B,Pecari-tajacu,8/9/18 14:56,8/9/18,14:56:39
9,9A,Pecari-tajacu,8/9/18 15:02,8/9/18,15:02:03
9,9A,Pecari-tajacu,8/9/18 15:02,8/9/18,15:02:04
9,9A,Pecari-tajacu,8/9/18 15:02,8/9/18,15:02:05
9,9B,Pecari-tajacu,8/9/18 15:02,8/9/18,15:02:50
9,9B,Dasyprocta-fuliginosa,8/9/18 15:02,8/9/18,15:02:51
9,9B,Dasyprocta-fuliginosa,8/9/18 15:02,8/9/18,15:02:52
17,17B,Psophia-crepitans,8/9/18 9:32,8/9/18,9:32:50
17,17B,Psophia-crepitans,8/9/18 9:32,8/9/18,9:32:51
25,25A,Mitu-salvini,8/9/18 17:53,8/9/18,17:53:40
25,25A,Mitu-salvini,8/9/18 17:53,8/9/18,17:53:41
25,25A,Mitu-salvini,8/9/18 17:53,8/9/18,17:53:42
30,30B,Mazama-gouazoubira,8/9/18 3:06,8/9/18,3:06:46
30,30B,Mazama-gouazoubira,8/9/18 3:06,8/9/18,3:06:49
30,30B,Mazama-gouazoubira,8/9/18 3:06,8/9/18,3:06:52
4,4A,Pecari-tajacu,8/10/18 15:11,8/10/18,15:11:20
4,4A,Pecari-tajacu,8/10/18 15:11,8/10/18,15:11:21
4,4A,Pecari-tajacu,8/10/18 15:11,8/10/18,15:11:22
4,4B,Pecari-tajacu,8/10/18 15:12,8/10/18,15:12:24
4,4B,Pecari-tajacu,8/10/18 15:12,8/10/18,15:12:48
13,13A,Mazama-gouazoubira,8/10/18 16:28,8/10/18,16:28:20
13,13A,Mazama-gouazoubira,8/10/18 16:28,8/10/18,16:28:21
13,13A,Mazama-gouazoubira,8/10/18 16:28,8/10/18,16:28:22
13,13B,Mazama-gouazoubira,8/10/18 16:28,8/10/18,16:28:42
13,13B,Mazama-gouazoubira,8/10/18 16:28,8/10/18,16:28:43
13,13B,Mazama-gouazoubira,8/10/18 16:28,8/10/18,16:28:44
14,14A,Dasypus-novemcinctus,8/10/18 23:24,8/10/18,23:24:19
14,14A,Dasypus-novemcinctus,8/10/18 23:24,8/10/18,23:24:22
14,14A,Dasypus-novemcinctus,8/10/18 23:24,8/10/18,23:24:25
16,16A,Mazama-gouazoubira,8/10/18 6:35,8/10/18,6:35:37
16,16A,Mazama-gouazoubira,8/10/18 6:35,8/10/18,6:35:38
16,16A,Mazama-gouazoubira,8/10/18 6:35,8/10/18,6:35:39
24,24A,Cuniculus-paca,8/10/18 22:32,8/10/18,22:32:02
24,24A,Cuniculus-paca,8/10/18 22:32,8/10/18,22:32:03
29,29A,Tapirus-terrestris,8/10/18 21:39,8/10/18,21:39:09
29,29A,Tapirus-terrestris,8/10/18 21:39,8/10/18,21:39:13
29,29A,Tapirus-terrestris,8/10/18 21:39,8/10/18,21:39:16
10,10B,Puma-concolor,8/11/18 9:10,8/11/18,9:10:49
10,10B,Puma-concolor,8/11/18 9:10,8/11/18,9:10:52
10,10B,Puma-concolor,8/11/18 9:10,8/11/18,9:10:55
24,24A,Tapirus-terrestris,8/11/18 6:38,8/11/18,6:38:52
24,24A,Tapirus-terrestris,8/11/18 6:38,8/11/18,6:38:53
24,24A,Tapirus-terrestris,8/11/18 6:38,8/11/18,6:38:54
24,24B,Tapirus-terrestris,8/11/18 6:44,8/11/18,6:44:09
24,24B,Tapirus-terrestris,8/11/18 6:44,8/11/18,6:44:10
24,24B,Tapirus-terrestris,8/11/18 6:44,8/11/18,6:44:11
24,24A,Myrmecophaga-tridactyla,8/11/18 16:36,8/11/18,16:36:48
24,24A,Myrmecophaga-tridactyla,8/11/18 16:36,8/11/18,16:36:49
24,24A,Myrmecophaga-tridactyla,8/11/18 16:36,8/11/18,16:36:50
28,28A,Pecari-tajacu,8/11/18 9:23,8/11/18,9:23:34
28,28A,Pecari-tajacu,8/11/18 9:23,8/11/18,9:23:37
28,28A,Pecari-tajacu,8/11/18 9:23,8/11/18,9:23:39
28,28A,Pecari-tajacu,8/11/18 12:15,8/11/18,12:15:19
28,28A,Pecari-tajacu,8/11/18 12:15,8/11/18,12:15:22
28,28A,Pecari-tajacu,8/11/18 12:15,8/11/18,12:15:23
29,29A,Tapirus-terrestris,8/11/18 0:00,8/11/18,0:00:57
29,29A,Tapirus-terrestris,8/11/18 0:01,8/11/18,0:01:00
29,29A,Tapirus-terrestris,8/11/18 0:01,8/11/18,0:01:03
3,3B,Cuniculus-paca,8/12/18 0:20,8/12/18,0:20:19
3,3B,Cuniculus-paca,8/12/18 0:20,8/12/18,0:20:20
3,3B,Cuniculus-paca,8/12/18 0:20,8/12/18,0:20:21
8,8A,Cuniculus-paca,8/12/18 0:59,8/12/18,0:59:09
8,8A,Cuniculus-paca,8/12/18 0:59,8/12/18,0:59:10
8,8A,Cuniculus-paca,8/12/18 0:59,8/12/18,0:59:11
10,10B,Pecari-tajacu,8/12/18 16:40,8/12/18,16:40:36
10,10B,Pecari-tajacu,8/12/18 16:40,8/12/18,16:40:39
10,10B,Pecari-tajacu,8/12/18 16:40,8/12/18,16:40:42
21,21B,Leopardus-pardalis,8/12/18 21:45,8/12/18,21:45:34
21,21B,Leopardus-pardalis,8/12/18 21:45,8/12/18,21:45:35
21,21B,Leopardus-pardalis,8/12/18 21:45,8/12/18,21:45:36
22,22A,Cuniculus-paca,8/12/18 22:20,8/12/18,22:20:06
22,22A,Cuniculus-paca,8/12/18 22:20,8/12/18,22:20:10
22,22A,Cuniculus-paca,8/12/18 22:20,8/12/18,22:20:13
24,24A,Penelope-jacquacu,8/12/18 13:25,8/12/18,13:25:56
24,24A,Penelope-jacquacu,8/12/18 13:25,8/12/18,13:25:57
24,24A,Penelope-jacquacu,8/12/18 13:25,8/12/18,13:25:58
3,3B,Mitu-salvini,8/13/18 16:27,8/13/18,16:27:26
3,3B,Mitu-salvini,8/13/18 16:27,8/13/18,16:27:27
3,3B,Mitu-salvini,8/13/18 16:27,8/13/18,16:27:28
3,3B,Mitu-salvini,8/13/18 16:30,8/13/18,16:30:08
3,3B,Mitu-salvini,8/13/18 16:30,8/13/18,16:30:09
3,3B,Mitu-salvini,8/13/18 16:30,8/13/18,16:30:10
3,3A,Mitu-salvini,8/13/18 16:31,8/13/18,16:31:02
3,3B,Cuniculus-paca,8/13/18 22:50,8/13/18,22:50:24
3,3B,Cuniculus-paca,8/13/18 22:50,8/13/18,22:50:25
3,3B,Cuniculus-paca,8/13/18 22:50,8/13/18,22:50:26
9,9A,NAN-NAN,8/13/18 20:50,8/13/18,20:50:56
9,9A,NA-NA,8/13/18 20:50,8/13/18,20:50:56
9,9A,NAN-NAN,8/13/18 20:50,8/13/18,20:50:57
12,12A,Tamandua-tetradactyla,8/13/18 4:16,8/13/18,4:16:24
12,12A,Tamandua-tetradactyla,8/13/18 4:16,8/13/18,4:16:25
12,12A,Tamandua-tetradactyla,8/13/18 4:16,8/13/18,4:16:26
22,22A,Leopardus-pardalis,8/13/18 0:06,8/13/18,0:06:51
22,22A,Leopardus-pardalis,8/13/18 0:06,8/13/18,0:06:55
22,22A,Leopardus-pardalis,8/13/18 0:06,8/13/18,0:06:58
2,2B,Atelocynus-microtis,8/14/18 18:49,8/14/18,18:49:50
2,2B,Atelocynus-microtis,8/14/18 18:49,8/14/18,18:49:51
2,2B,Atelocynus-microtis,8/14/18 18:49,8/14/18,18:49:52
4,4A,Psophia-crepitans,8/14/18 13:47,8/14/18,13:47:01
4,4A,Psophia-crepitans,8/14/18 13:47,8/14/18,13:47:02
4,4B,Psophia-crepitans,8/14/18 13:47,8/14/18,13:47:50
4,4B,Psophia-crepitans,8/14/18 13:48,8/14/18,13:48:14
4,4A,Cuniculus-paca,8/14/18 20:09,8/14/18,20:09:17
4,4A,Cuniculus-paca,8/14/18 20:09,8/14/18,20:09:18
4,4A,Cuniculus-paca,8/14/18 20:09,8/14/18,20:09:19
8,8A,Pecari-tajacu,8/14/18 9:39,8/14/18,9:39:12
8,8A,Pecari-tajacu,8/14/18 9:39,8/14/18,9:39:13
8,8A,Pecari-tajacu,8/14/18 9:39,8/14/18,9:39:14
8,8B,Pecari-tajacu,8/14/18 9:39,8/14/18,9:39:29
8,8B,Pecari-tajacu,8/14/18 9:39,8/14/18,9:39:30
8,8B,Pecari-tajacu,8/14/18 9:39,8/14/18,9:39:31
13,13B,Dasyprocta-fuliginosa,8/14/18 16:03,8/14/18,16:03:49
13,13B,Dasyprocta-fuliginosa,8/14/18 16:03,8/14/18,16:03:50
13,13B,Dasyprocta-fuliginosa,8/14/18 16:03,8/14/18,16:03:51
22,22A,Dasyprocta-fuliginosa,8/14/18 8:07,8/14/18,8:07:08
22,22A,Dasyprocta-fuliginosa,8/14/18 8:07,8/14/18,8:07:11
22,22A,Dasyprocta-fuliginosa,8/14/18 8:07,8/14/18,8:07:14
22,22A,Dasyprocta-fuliginosa,8/14/18 11:08,8/14/18,11:08:04
22,22A,Dasyprocta-fuliginosa,8/14/18 11:08,8/14/18,11:08:08
22,22A,Dasyprocta-fuliginosa,8/14/18 11:08,8/14/18,11:08:11
22,22A,Dasyprocta-fuliginosa,8/14/18 11:51,8/14/18,11:51:14
22,22A,Dasyprocta-fuliginosa,8/14/18 11:51,8/14/18,11:51:17
22,22A,Dasyprocta-fuliginosa,8/14/18 11:51,8/14/18,11:51:20
22,22A,Dasyprocta-fuliginosa,8/14/18 12:03,8/14/18,12:03:02
22,22A,Dasyprocta-fuliginosa,8/14/18 12:03,8/14/18,12:03:06
22,22A,Dasyprocta-fuliginosa,8/14/18 12:03,8/14/18,12:03:09
23,23B,Tayassu-pecari,8/14/18 11:58,8/14/18,11:58:14
23,23B,Tayassu-pecari,8/14/18 11:58,8/14/18,11:58:15
23,23B,Tayassu-pecari,8/14/18 11:58,8/14/18,11:58:16
2,2B,Dasypus-novemcinctus,8/15/18 2:00,8/15/18,2:00:12
2,2B,Dasypus-novemcinctus,8/15/18 2:00,8/15/18,2:00:13
2,2B,Dasypus-novemcinctus,8/15/18 2:00,8/15/18,2:00:14
4,4A,Cuniculus-paca,8/15/18 22:20,8/15/18,22:20:21
4,4A,Cuniculus-paca,8/15/18 22:20,8/15/18,22:20:22
4,4A,Cuniculus-paca,8/15/18 22:20,8/15/18,22:20:23
13,13A,Psophia-crepitans,8/15/18 8:17,8/15/18,8:17:06
13,13A,Psophia-crepitans,8/15/18 8:17,8/15/18,8:17:07
13,13A,Psophia-crepitans,8/15/18 8:17,8/15/18,8:17:08
13,13B,Psophia-crepitans,8/15/18 8:18,8/15/18,8:18:14
13,13B,Psophia-crepitans,8/15/18 8:18,8/15/18,8:18:15
13,13B,Psophia-crepitans,8/15/18 8:18,8/15/18,8:18:16
24,24A,Penelope-jacquacu,8/15/18 14:23,8/15/18,14:23:14
24,24A,Penelope-jacquacu,8/15/18 14:23,8/15/18,14:23:15
24,24A,Penelope-jacquacu,8/15/18 14:23,8/15/18,14:23:16
25,25A,Atelocynus-microtis,8/15/18 17:21,8/15/18,17:21:41
25,25A,Atelocynus-microtis,8/15/18 17:21,8/15/18,17:21:42
28,28A,Tayassu-pecari,8/15/18 13:54,8/15/18,13:54:21
28,28A,Tayassu-pecari,8/15/18 13:54,8/15/18,13:54:24
28,28A,Tayassu-pecari,8/15/18 13:54,8/15/18,13:54:26
28,28A,Tayassu-pecari,8/15/18 14:01,8/15/18,14:01:24
28,28A,Tayassu-pecari,8/15/18 14:01,8/15/18,14:01:27
28,28A,Tayassu-pecari,8/15/18 14:01,8/15/18,14:01:29
29,29A,Mitu-salvini,8/15/18 9:23,8/15/18,9:23:19
29,29A,Mitu-salvini,8/15/18 9:23,8/15/18,9:23:22
29,29A,Mitu-salvini,8/15/18 9:23,8/15/18,9:23:26
30,30B,Atelocynus-microtis,8/15/18 19:41,8/15/18,19:41:48
30,30B,Atelocynus-microtis,8/15/18 19:41,8/15/18,19:41:52
30,30B,Atelocynus-microtis,8/15/18 19:41,8/15/18,19:41:55
4,4A,Tayassu-pecari,8/16/18 6:53,8/16/18,6:53:45
4,4A,Tayassu-pecari,8/16/18 6:53,8/16/18,6:53:46
4,4B,Tayassu-pecari,8/16/18 6:55,8/16/18,6:55:09
4,4B,Tayassu-pecari,8/16/18 6:55,8/16/18,6:55:33
13,13A,NA-NA,8/16/18 6:40,8/16/18,6:40:22
13,13A,NA-NA,8/16/18 6:40,8/16/18,6:40:23
13,13A,NA-NA,8/16/18 6:40,8/16/18,6:40:24
13,13A,Psophia-crepitans,8/16/18 9:58,8/16/18,9:58:50
13,13A,Psophia-crepitans,8/16/18 9:58,8/16/18,9:58:51
13,13A,Psophia-crepitans,8/16/18 9:58,8/16/18,9:58:52
13,13B,Psophia-crepitans,8/16/18 9:59,8/16/18,9:59:08
13,13B,Psophia-crepitans,8/16/18 9:59,8/16/18,9:59:09
13,13B,Psophia-crepitans,8/16/18 9:59,8/16/18,9:59:10
23,23B,Pecari-tajacu,8/16/18 15:38,8/16/18,15:38:42
23,23B,Pecari-tajacu,8/16/18 15:38,8/16/18,15:38:43
23,23B,Pecari-tajacu,8/16/18 15:38,8/16/18,15:38:44
7,7A,Tayassu-pecari,8/17/18 7:18,8/17/18,7:18:50
7,7A,Tayassu-pecari,8/17/18 7:18,8/17/18,7:18:51
7,7A,Tayassu-pecari,8/17/18 7:23,8/17/18,7:23:42
7,7A,Tayassu-pecari,8/17/18 7:23,8/17/18,7:23:43
7,7A,Tayassu-pecari,8/17/18 7:23,8/17/18,7:23:44
21,21B,Nothocrax-urumutum,8/17/18 18:03,8/17/18,18:03:25
21,21B,Nothocrax-urumutum,8/17/18 18:03,8/17/18,18:03:26
21,21B,Nothocrax-urumutum,8/17/18 18:03,8/17/18,18:03:27
23,23B,NA-NA,8/17/18 17:33,8/17/18,17:33:43
23,23B,NA-NA,8/17/18 17:33,8/17/18,17:33:44
3,3A,Tayassu-pecari,8/18/18 9:22,8/18/18,9:22:07
3,3A,Tayassu-pecari,8/18/18 9:22,8/18/18,9:22:08
3,3A,Tayassu-pecari,8/18/18 9:22,8/18/18,9:22:09
13,13B,Mazama-americana,8/18/18 12:09,8/18/18,12:09:05
13,13B,Mazama-americana,8/18/18 12:09,8/18/18,12:09:06
13,13B,Mazama-americana,8/18/18 12:09,8/18/18,12:09:07
21,21B,Mazama-gouazoubira,8/18/18 7:13,8/18/18,7:13:13
21,21B,Mazama-gouazoubira,8/18/18 7:13,8/18/18,7:13:14
21,21B,Mazama-gouazoubira,8/18/18 7:13,8/18/18,7:13:15
22,22A,Tapirus-terrestris,8/18/18 4:35,8/18/18,4:35:57
22,22A,Tapirus-terrestris,8/18/18 4:36,8/18/18,4:36:01
22,22A,Tapirus-terrestris,8/18/18 4:36,8/18/18,4:36:04
22,22A,Mazama-gouazoubira,8/18/18 4:42,8/18/18,4:42:35
22,22A,Mazama-gouazoubira,8/18/18 4:42,8/18/18,4:42:38
22,22A,Mazama-gouazoubira,8/18/18 4:42,8/18/18,4:42:41
4,4A,Atelocynus-microtis,8/19/18 6:37,8/19/18,6:37:43
4,4A,Atelocynus-microtis,8/19/18 6:37,8/19/18,6:37:44
4,4A,Atelocynus-microtis,8/19/18 6:37,8/19/18,6:37:45
4,4B,Atelocynus-microtis,8/19/18 6:38,8/19/18,6:38:52
4,4B,Atelocynus-microtis,8/19/18 6:39,8/19/18,6:39:16
4,4A,Pecari-tajacu,8/19/18 9:09,8/19/18,9:09:05
